time/total_timesteps,train/ent_coef_loss,train/actor_loss,time/episodes,train/ent_coef,train/n_updates,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,eval/mean_ep_length,eval/mean_reward
524018,0.18428748846054077,-19.909154891967773,792,0.09417104721069336,261958,0.0003,10,50583,0.579584002494812,,
528018,0.03653642535209656,-21.750112533569336,796,0.09259320795536041,263958,0.0003,10,50940,0.5610554218292236,,
532018,0.10194811224937439,-19.922874450683594,800,0.09299074113368988,265958,0.0003,10,51258,0.8709917068481445,,
536018,-0.2865321636199951,-19.96307373046875,804,0.09144126623868942,267958,0.0003,10,51570,1.1302547454833984,,
540018,-0.2380063235759735,-19.680736541748047,808,0.09151531755924225,269958,0.0003,10,51887,1.4268102645874023,,
543038,-0.11201193183660507,-20.685935974121094,812,0.09181356430053711,271468,0.0003,10,52125,3.116485357284546,,
547038,0.1597360372543335,-21.50790023803711,816,0.0937221571803093,273468,0.0003,10,52454,0.5416988730430603,,
551038,-0.19254070520401,-21.142955780029297,820,0.0934545025229454,275468,0.0003,10,52765,1.0737110376358032,,
555038,-0.16591480374336243,-19.848426818847656,824,0.09187740087509155,277468,0.0003,10,53145,0.8341927528381348,,
559038,0.24172817170619965,-22.01529312133789,828,0.0938115119934082,279468,0.0003,10,53513,0.7439145445823669,,
562056,-0.39071032404899597,-20.15304183959961,832,0.09295308589935303,280977,0.0003,10,53798,0.48141905665397644,,
565069,-0.04196147620677948,-21.313304901123047,836,0.09129162132740021,282484,0.0003,10,54076,2.382439136505127,,
569069,0.39103859663009644,-22.233570098876953,840,0.09024415165185928,284484,0.0003,10,54448,1.9902873039245605,,
573069,-0.4912620484828949,-22.041797637939453,844,0.0883069783449173,286484,0.0003,10,54832,1.1051971912384033,,
576084,0.04792577028274536,-21.985668182373047,848,0.08663037419319153,287991,0.0003,10,55081,0.7100768089294434,,
580084,0.045120738446712494,-21.840221405029297,852,0.08844003826379776,289991,0.0003,10,55411,5.104879856109619,,
584084,-0.11253257095813751,-20.708358764648438,856,0.08895566314458847,291991,0.0003,10,55718,0.48714005947113037,,
587096,-0.1035345196723938,-21.873023986816406,860,0.08612226694822311,293497,0.0003,10,55969,5.4691009521484375,,
591096,0.4714386761188507,-22.017345428466797,864,0.0842382162809372,295497,0.0003,10,56289,0.34784239530563354,,
595096,-0.2938585877418518,-23.058876037597656,868,0.08574260026216507,297497,0.0003,10,56637,1.376197338104248,,
599096,-0.24460674822330475,-22.907133102416992,872,0.0854073166847229,299497,0.0003,10,56966,0.4182282090187073,,
600000,-0.4629485607147217,-20.817886352539062,,0.08714673668146133,299949,0.0003,,,1.011296033859253,1000.0,3367.1954636827345
603012,0.17165037989616394,-23.868202209472656,876,0.08419890701770782,301455,0.0003,10,57688,0.5424472093582153,,
607012,0.23205065727233887,-21.32312774658203,880,0.08401049673557281,303455,0.0003,10,58011,5.621576309204102,,
611012,0.06576087325811386,-22.043962478637695,884,0.08402600139379501,305455,0.0003,10,58350,1.6529804468154907,,
614020,-0.47995054721832275,-20.901775360107422,888,0.08302772045135498,306959,0.0003,10,58596,0.6295925974845886,,
618020,0.1278371959924698,-22.366748809814453,892,0.08214141428470612,308959,0.0003,10,58953,1.73856520652771,,
620177,0.2868732511997223,-22.276832580566406,896,0.08159411698579788,310038,0.0003,10,59142,2.0287694931030273,,
624177,0.5156024694442749,-20.385921478271484,900,0.08146315813064575,312038,0.0003,10,59505,3.8686697483062744,,
628183,0.3884056806564331,-21.927383422851562,904,0.08071883022785187,314041,0.0003,10,59871,0.7376534938812256,,
632183,0.036383867263793945,-20.986873626708984,908,0.07865342497825623,316041,0.0003,10,60237,3.66023588180542,,
634514,0.05513212829828262,-22.0813045501709,912,0.08078289777040482,317206,0.0003,10,60452,0.8215168118476868,,
637526,-0.14791393280029297,-21.372421264648438,916,0.0788910910487175,318712,0.0003,10,60721,2.3255414962768555,,
641526,0.31594255566596985,-23.31572723388672,920,0.07877546548843384,320712,0.0003,10,61056,0.6749400496482849,,
645526,-0.4770759642124176,-21.41696548461914,924,0.07553013414144516,322712,0.0003,10,61383,4.995917320251465,,
649526,0.4164029359817505,-21.993854522705078,928,0.07339434325695038,324712,0.0003,10,61725,0.44626593589782715,,
653526,0.07788652926683426,-22.164329528808594,932,0.07455994933843613,326712,0.0003,10,62059,0.5488756895065308,,
657526,0.015051491558551788,-22.0975341796875,936,0.07375863939523697,328712,0.0003,10,62389,0.3364533483982086,,
661526,-0.29485127329826355,-22.46629524230957,940,0.07185975462198257,330712,0.0003,10,62740,4.752089023590088,,
664295,0.09650561213493347,-23.210826873779297,944,0.07437141984701157,332097,0.0003,10,62990,4.100708961486816,,
668295,0.07113520801067352,-23.033294677734375,948,0.07523609697818756,334097,0.0003,10,63359,0.6380373239517212,,
672295,0.060801535844802856,-22.45318031311035,952,0.07337629795074463,336097,0.0003,10,63732,0.6184983253479004,,
676295,0.25971317291259766,-22.878992080688477,956,0.0709495097398758,338097,0.0003,10,64107,0.7042427659034729,,
680295,-0.2247396558523178,-21.605154037475586,960,0.07418506592512131,340097,0.0003,10,64488,3.738264560699463,,
684295,-0.20823311805725098,-22.479644775390625,964,0.06907837837934494,342097,0.0003,10,64847,0.5106784105300903,,
688295,0.5321452617645264,-23.894039154052734,968,0.06904999166727066,344097,0.0003,10,65216,0.5835888981819153,,
691136,-0.18539604544639587,-22.698482513427734,972,0.0699550211429596,345517,0.0003,10,65477,2.544727087020874,,
695136,0.6037062406539917,-22.53992462158203,976,0.06881749629974365,347517,0.0003,10,65843,0.6519912481307983,,
699136,-0.08174446225166321,-21.78929901123047,980,0.06755644828081131,349517,0.0003,10,66211,0.7847968339920044,,
700000,-0.29939186573028564,-23.675006866455078,,0.06950952112674713,349949,0.0003,,,0.8262692093849182,772.8,2322.154416708525
703241,0.011144116520881653,-22.55666160583496,984,0.06709558516740799,351570,0.0003,10,66947,1.0859156847000122,,
707241,-0.3631748855113983,-23.614978790283203,988,0.07038932293653488,353570,0.0003,10,67278,0.5841245651245117,,
711241,-0.6314271092414856,-23.67965316772461,992,0.06807485222816467,355570,0.0003,10,67604,3.344754219055176,,
715241,-0.2018713653087616,-24.83588218688965,996,0.06773144751787186,357570,0.0003,10,67923,0.7442521452903748,,
718257,-0.18378683924674988,-24.82672882080078,1000,0.06769461184740067,359078,0.0003,10,68177,0.3384138345718384,,
722257,-0.0638519823551178,-25.50824737548828,1004,0.06728649139404297,361078,0.0003,10,68506,4.269268989562988,,
726257,0.3807213604450226,-24.426115036010742,1008,0.06904035806655884,363078,0.0003,10,68852,0.946251392364502,,
730257,-0.10771706700325012,-25.513580322265625,1012,0.06982449442148209,365078,0.0003,10,69234,1.5345569849014282,,
734032,-0.1005605161190033,-25.18815040588379,1016,0.06722427159547806,366965,0.0003,10,69600,0.8394206762313843,,
738032,0.6115431189537048,-26.108247756958008,1020,0.06315672397613525,368965,0.0003,10,69987,3.170220136642456,,
742032,0.5524518489837646,-25.107200622558594,1024,0.06501901149749756,370965,0.0003,10,70373,0.6468163728713989,,
746032,0.04230278730392456,-25.342384338378906,1028,0.06403219699859619,372965,0.0003,10,70755,3.8653793334960938,,
749046,-0.15986952185630798,-24.201515197753906,1032,0.0660490170121193,374472,0.0003,10,71043,3.1978042125701904,,
753046,-0.17442001402378082,-25.114240646362305,1036,0.06265763193368912,376472,0.0003,10,71425,2.1271867752075195,,
756057,0.2843646705150604,-24.676237106323242,1040,0.06357055902481079,377978,0.0003,10,71701,5.097332954406738,,
759722,0.12703731656074524,-24.414623260498047,1044,0.06360255181789398,379810,0.0003,10,72048,2.7386531829833984,,
763722,-0.17538054287433624,-26.439983367919922,1048,0.06313948333263397,381810,0.0003,10,72414,1.60664701461792,,
767663,0.30968981981277466,-25.043312072753906,1052,0.06187368929386139,383781,0.0003,10,72766,2.4341511726379395,,
771663,0.0792643278837204,-25.258819580078125,1056,0.060926858335733414,385781,0.0003,10,73132,0.6561367511749268,,
775663,0.49615395069122314,-26.132692337036133,1060,0.06415164470672607,387781,0.0003,10,73505,0.8211163282394409,,
778675,-0.08211180567741394,-23.53102684020996,1064,0.06321259588003159,389287,0.0003,10,73789,0.5959219932556152,,
781391,-0.2724878489971161,-25.359037399291992,1068,0.06554673612117767,390645,0.0003,10,74039,0.8240282535552979,,
784899,0.01888745278120041,-24.72783660888672,1072,0.06597180664539337,392399,0.0003,10,74350,1.7272164821624756,,
788535,0.037736423313617706,-24.575763702392578,1076,0.0664428323507309,394217,0.0003,10,74690,7.661355972290039,,
792428,-0.4107288718223572,-25.618844985961914,1080,0.06630085408687592,396163,0.0003,10,75047,0.6410230398178101,,
796428,-0.5742340087890625,-23.71595001220703,1084,0.0647289827466011,398163,0.0003,10,75437,0.38586920499801636,,
800000,0.3756915330886841,-25.354637145996094,,0.06435193866491318,399949,0.0003,,,1.2273070812225342,803.2,2552.9232861600817
801000,0.2893279194831848,-25.532562255859375,1088,0.06410759687423706,400449,0.0003,10,76251,1.314756989479065,,
805000,-0.32463398575782776,-24.03603744506836,1092,0.06478345394134521,402449,0.0003,10,76631,0.8277235627174377,,
809000,0.25573068857192993,-24.56357765197754,1096,0.06541965156793594,404449,0.0003,10,77014,1.1427021026611328,,
813000,0.15358111262321472,-26.06774139404297,1100,0.06366108357906342,406449,0.0003,10,77403,0.5967695116996765,,
817000,-0.05645105615258217,-24.67101287841797,1104,0.06401244550943375,408449,0.0003,10,77783,1.9258677959442139,,
820068,0.08444303274154663,-25.791032791137695,1108,0.06813907623291016,409983,0.0003,10,78077,0.38920730352401733,,
824068,-0.3005514144897461,-25.287471771240234,1112,0.06603095680475235,411983,0.0003,10,78448,0.45346927642822266,,
827636,-0.37547099590301514,-24.768661499023438,1116,0.06484347581863403,413767,0.0003,10,78771,0.737429141998291,,
831636,-0.40952080488204956,-25.609155654907227,1120,0.0627492219209671,415767,0.0003,10,79121,0.4344940781593323,,
835636,0.2042480707168579,-25.441335678100586,1124,0.06199138984084129,417767,0.0003,10,79484,0.4808887839317322,,
839636,0.4935780465602875,-25.87340545654297,1128,0.0637129619717598,419767,0.0003,10,79846,0.62685626745224,,
843636,0.005712583661079407,-26.626720428466797,1132,0.06336650997400284,421767,0.0003,10,80165,2.6633565425872803,,
847636,0.22948698699474335,-25.418888092041016,1136,0.06447678804397583,423767,0.0003,10,80479,0.4036394953727722,,
850647,0.2698224186897278,-26.555288314819336,1140,0.060230135917663574,425273,0.0003,10,80729,0.8039258718490601,,
854647,-0.13755527138710022,-25.590965270996094,1144,0.062444813549518585,427273,0.0003,10,81052,3.8060240745544434,,
858647,-0.2908784747123718,-26.10760498046875,1148,0.06346086412668228,429273,0.0003,10,81364,5.401415824890137,,
862647,-0.4114975035190582,-25.83087921142578,1152,0.06561972945928574,431273,0.0003,10,81701,1.6730815172195435,,
866647,-0.3348330557346344,-26.30916976928711,1156,0.06346072256565094,433273,0.0003,10,82018,1.0620931386947632,,
870647,0.43866631388664246,-26.973169326782227,1160,0.06238032504916191,435273,0.0003,10,82339,1.1399905681610107,,
874647,0.0891214907169342,-25.469051361083984,1164,0.06221606209874153,437273,0.0003,10,82673,0.5776049494743347,,
878647,0.20457406342029572,-26.439422607421875,1168,0.06032837927341461,439273,0.0003,10,82998,0.7607460021972656,,
882647,-0.00802186131477356,-27.031917572021484,1172,0.06364325433969498,441273,0.0003,10,83323,0.6302295923233032,,
886647,-0.03711511567234993,-26.778858184814453,1176,0.06558369100093842,443273,0.0003,10,83657,0.4588262438774109,,
890257,0.47920161485671997,-26.083354949951172,1180,0.06387458741664886,445078,0.0003,10,83996,0.49968159198760986,,
894257,-0.3667646050453186,-26.846668243408203,1184,0.06269814074039459,447078,0.0003,10,84378,0.514936625957489,,
898257,-0.03825460374355316,-26.325794219970703,1188,0.06586353480815887,449078,0.0003,10,84752,0.9385637640953064,,
900000,0.009730670601129532,-26.507015228271484,,0.0642998144030571,449949,0.0003,,,0.5326449871063232,576.0,1760.6001920999029
902000,0.14070172607898712,-26.098434448242188,1192,0.0628683939576149,450949,0.0003,10,85372,1.1345621347427368,,
906000,-0.10813726484775543,-27.833646774291992,1196,0.06350690871477127,452949,0.0003,10,85777,1.052592158317566,,
910000,-0.1193273514509201,-27.123064041137695,1200,0.064223513007164,454949,0.0003,10,86089,0.4245702922344208,,
914000,0.03311985358595848,-26.335975646972656,1204,0.0644746944308281,456949,0.0003,10,86403,3.6803994178771973,,
918000,-0.19189687073230743,-27.231712341308594,1208,0.06258393079042435,458949,0.0003,10,86727,4.538626670837402,,
922000,-0.41205453872680664,-26.657997131347656,1212,0.06846306473016739,460949,0.0003,10,87040,0.7741373777389526,,
926000,-0.07730373740196228,-27.547908782958984,1216,0.06185920536518097,462949,0.0003,10,87356,0.3822364807128906,,
930000,0.6102625727653503,-28.050384521484375,1220,0.0628185048699379,464949,0.0003,10,87670,0.8385760188102722,,
934000,0.022219479084014893,-26.892986297607422,1224,0.06161903962492943,466949,0.0003,10,87996,0.4076623320579529,,
938000,-0.21846921741962433,-26.33548355102539,1228,0.06342164427042007,468949,0.0003,10,88301,0.49537932872772217,,
942000,0.20309396088123322,-28.95650863647461,1232,0.06079206243157387,470949,0.0003,10,88611,0.3130674362182617,,
946000,-0.043098606169223785,-27.687393188476562,1236,0.0623091422021389,472949,0.0003,10,88922,1.2148182392120361,,
950000,0.0662347674369812,-28.72196388244629,1240,0.06268788874149323,474949,0.0003,10,89235,0.37707239389419556,,
954000,0.10505324602127075,-27.72170639038086,1244,0.06263011693954468,476949,0.0003,10,89551,0.44193005561828613,,
957015,-0.29711300134658813,-26.861984252929688,1248,0.0639663115143776,478457,0.0003,10,89806,3.961325168609619,,
961015,0.5204644799232483,-28.926387786865234,1252,0.06350038200616837,480457,0.0003,10,90173,1.2209711074829102,,
965015,0.36382418870925903,-26.9859619140625,1256,0.06283829361200333,482457,0.0003,10,90543,3.563310146331787,,
969015,-0.12087888270616531,-28.309425354003906,1260,0.06788115203380585,484457,0.0003,10,90907,0.5187651515007019,,
973015,0.03787827491760254,-27.60232925415039,1264,0.062301624566316605,486457,0.0003,10,91263,0.6328955292701721,,
977015,-0.5109948515892029,-27.88790512084961,1268,0.06536013633012772,488457,0.0003,10,91627,1.3720958232879639,,
981015,0.24464508891105652,-26.66498565673828,1272,0.06637018173933029,490457,0.0003,10,91985,4.328808784484863,,
985015,0.08480694890022278,-28.093463897705078,1276,0.06338929384946823,492457,0.0003,10,92309,0.4394925832748413,,
989015,-0.4018377661705017,-26.91263771057129,1280,0.06250990927219391,494457,0.0003,10,92620,3.8973169326782227,,
993015,0.550826907157898,-28.383939743041992,1284,0.06184966489672661,496457,0.0003,10,92930,1.1998869180679321,,
997015,0.19344785809516907,-27.838050842285156,1288,0.062347330152988434,498457,0.0003,10,93246,0.6705718636512756,,
1000000,-0.08975306153297424,-28.072036743164062,,0.06377050280570984,499949,0.0003,,,1.2710143327713013,1000.0,3571.290028666705
1001709,0.29726743698120117,-28.770065307617188,1292,0.06380142271518707,500804,0.0003,10,94025,0.4204756021499634,,
1005709,0.14618909358978271,-26.72735595703125,1296,0.06560066342353821,502804,0.0003,10,94387,0.4810163676738739,,
1009709,-0.05111493915319443,-28.92300796508789,1300,0.06269778311252594,504804,0.0003,10,94753,0.9282031059265137,,
1013709,-0.09946152567863464,-27.82366180419922,1304,0.06366193294525146,506804,0.0003,10,95143,1.1147387027740479,,
1017709,0.5482221245765686,-28.478004455566406,1308,0.0612674243748188,508804,0.0003,10,95515,1.657806396484375,,
1021709,0.06938928365707397,-28.706039428710938,1312,0.06346850097179413,510804,0.0003,10,95891,1.7708873748779297,,
1024734,-0.7356923818588257,-28.12359619140625,1316,0.06108768656849861,512316,0.0003,10,96170,0.4264640212059021,,
1027745,-0.34471744298934937,-26.832763671875,1320,0.059830192476511,513822,0.0003,10,96407,0.5395389199256897,,
1031745,-0.08099454641342163,-27.419063568115234,1324,0.059192899614572525,515822,0.0003,10,96731,2.434800148010254,,
1035745,0.44692903757095337,-28.760604858398438,1328,0.05780194699764252,517822,0.0003,10,97047,5.177943229675293,,
1037768,0.5483101010322571,-27.750431060791016,1332,0.05885746702551842,518833,0.0003,10,97211,0.7390025854110718,,
1041768,0.14553013443946838,-28.62893295288086,1336,0.0643177330493927,520833,0.0003,10,97539,2.711948871612549,,
1045768,0.504159152507782,-26.486324310302734,1340,0.06070725992321968,522833,0.0003,10,97872,1.516947865486145,,
1049768,-0.5396196842193604,-29.256202697753906,1344,0.0610649399459362,524833,0.0003,10,98239,1.8180785179138184,,
1052982,-0.7922207713127136,-28.376361846923828,1348,0.06086482107639313,526440,0.0003,10,98531,4.175455093383789,,
1055987,0.11919829994440079,-27.81601333618164,1352,0.061426881700754166,527943,0.0003,10,98806,0.6359584927558899,,
1059987,0.4687703847885132,-28.081525802612305,1356,0.06418134272098541,529943,0.0003,10,99167,0.6961727738380432,,
1062998,0.28824514150619507,-27.39552879333496,1360,0.05965876579284668,531448,0.0003,10,99440,4.655583381652832,,
1066265,-0.11536639928817749,-28.413162231445312,1364,0.06122910976409912,533082,0.0003,10,99742,0.3211125135421753,,
1070272,0.7103292942047119,-26.8408145904541,1368,0.060989219695329666,535085,0.0003,10,100119,0.7535914778709412,,
1074272,-0.08607574552297592,-27.442543029785156,1372,0.061309948563575745,537085,0.0003,10,100489,0.6485908031463623,,
1078272,0.026274424046278,-28.419450759887695,1376,0.05817204713821411,539085,0.0003,10,100860,4.909853935241699,,
1082272,0.13132192194461823,-28.87139320373535,1380,0.05900430306792259,541085,0.0003,10,101232,0.3538350760936737,,
1086272,-0.07140552997589111,-26.759496688842773,1384,0.06461238861083984,543085,0.0003,10,101609,0.48094117641448975,,
1089288,0.4967828392982483,-27.776878356933594,1388,0.061016492545604706,544593,0.0003,10,101889,0.5871092677116394,,
1093288,-0.1350879669189453,-27.788040161132812,1392,0.06487750262022018,546593,0.0003,10,102263,0.567476749420166,,
1095338,0.09364844113588333,-28.70184326171875,1396,0.06483088433742523,547618,0.0003,10,102455,5.097120761871338,,
1099338,0.13775703310966492,-28.096927642822266,1400,0.06393220275640488,549618,0.0003,10,102822,0.7576342821121216,,
1100000,-0.10431481897830963,-28.724369049072266,,0.06690412014722824,549949,0.0003,,,1.8181183338165283,992.8,3091.951450193126
1103013,-0.2740567922592163,-27.702709197998047,1404,0.061696697026491165,551456,0.0003,10,103621,3.698939323425293,,
1106898,-0.28724411129951477,-28.301067352294922,1408,0.06042976677417755,553398,0.0003,10,103959,1.782156229019165,,
1110898,0.2920478582382202,-28.391422271728516,1412,0.062426771968603134,555398,0.0003,10,104323,5.156824111938477,,
1114898,-0.6464205980300903,-28.46678352355957,1416,0.06659652292728424,557398,0.0003,10,104691,1.7010776996612549,,
1117970,0.02543742209672928,-28.12354850769043,1420,0.06644508242607117,558934,0.0003,10,104968,0.6516001224517822,,
1121970,0.003333143889904022,-28.656879425048828,1424,0.06505738198757172,560934,0.0003,10,105321,5.097551345825195,,
1124978,0.23794309794902802,-28.672882080078125,1428,0.06543291360139847,562438,0.0003,10,105602,0.4731575846672058,,
1128616,-0.35371413826942444,-28.655637741088867,1432,0.06321996450424194,564257,0.0003,10,105944,0.7998214960098267,,
1131663,0.05476170778274536,-28.82638168334961,1436,0.06570134311914444,565781,0.0003,10,106248,0.4846135973930359,,
1135663,0.1254635453224182,-27.79060935974121,1440,0.06602658331394196,567781,0.0003,10,106628,5.727324485778809,,
1139663,0.4561008810997009,-28.220495223999023,1444,0.06332127749919891,569781,0.0003,10,107018,3.4271180629730225,,
1143663,0.0066026002168655396,-28.526180267333984,1448,0.062097638845443726,571781,0.0003,10,107401,0.6560178995132446,,
1147663,0.036992110311985016,-29.329774856567383,1452,0.0675562173128128,573781,0.0003,10,107782,3.053666353225708,,
1151663,-0.2182515412569046,-27.62559700012207,1456,0.06562739610671997,575781,0.0003,10,108160,0.7922129034996033,,
1155663,-0.07620817422866821,-29.013153076171875,1460,0.06084485352039337,577781,0.0003,10,108542,0.4297720491886139,,
1159663,0.019606664776802063,-27.9527530670166,1464,0.06534840166568756,579781,0.0003,10,108917,0.5482536554336548,,
1163663,0.24736134707927704,-27.50910186767578,1468,0.0604606531560421,581781,0.0003,10,109301,1.3696610927581787,,
1167663,0.4048141539096832,-28.279407501220703,1472,0.0651245266199112,583781,0.0003,10,109668,3.529370069503784,,
1171663,0.21305584907531738,-28.61669158935547,1476,0.06178312003612518,585781,0.0003,10,110048,1.838219165802002,,
1175663,0.22573691606521606,-29.479778289794922,1480,0.06533556431531906,587781,0.0003,10,110426,0.850499153137207,,
1178675,0.07652893662452698,-29.303630828857422,1484,0.06377916783094406,589287,0.0003,10,110717,0.5179775357246399,,
1182300,-0.026130683720111847,-27.776636123657227,1488,0.06554345786571503,591099,0.0003,10,111054,0.9243465065956116,,
1186104,0.09938119351863861,-28.202674865722656,1492,0.06182052940130234,593001,0.0003,10,111413,0.6267014145851135,,
1189114,-0.6311822533607483,-27.924888610839844,1496,0.06346699595451355,594506,0.0003,10,111689,1.591431975364685,,
1192442,0.1123558059334755,-28.232709884643555,1500,0.06198742613196373,596170,0.0003,10,111987,6.644803047180176,,
1196442,-0.15998044610023499,-29.407682418823242,1504,0.059728916734457016,598170,0.0003,10,112346,0.3239038586616516,,
1200000,0.12025424838066101,-28.262008666992188,,0.06110675632953644,599949,0.0003,,,1.6504039764404297,922.0,2991.921855944597
1200438,0.050655387341976166,-28.143110275268555,1508,0.061042506247758865,600168,0.0003,10,113126,0.4331733286380768,,
1203258,0.03557532653212547,-27.89604949951172,1512,0.06582389026880264,601578,0.0003,10,113386,0.7088131904602051,,
1206955,-0.2976588010787964,-29.23253631591797,1516,0.06111086159944534,603427,0.0003,10,113724,0.5162990093231201,,
1210955,-0.3037615716457367,-29.248281478881836,1520,0.06212453171610832,605427,0.0003,10,114074,3.8785507678985596,,
1214955,0.17253202199935913,-28.883342742919922,1524,0.06191970407962799,607427,0.0003,10,114445,9.317688941955566,,
1218604,-0.008211914449930191,-28.0679931640625,1528,0.061327334493398666,609251,0.0003,10,114774,1.9970121383666992,,
1222604,-0.14815007150173187,-27.795001983642578,1532,0.061957329511642456,611251,0.0003,10,115154,4.688750267028809,,
1226604,-0.36414462327957153,-30.172893524169922,1536,0.062261756509542465,613251,0.0003,10,115537,1.379704475402832,,
1230604,-0.008541956543922424,-27.642148971557617,1540,0.059698134660720825,615251,0.0003,10,115904,1.462071180343628,,
1234604,0.18565568327903748,-29.171743392944336,1544,0.05896154046058655,617251,0.0003,10,116282,0.3686387538909912,,
1238604,0.19824250042438507,-29.379444122314453,1548,0.060009825974702835,619251,0.0003,10,116644,4.043857097625732,,
1242604,-0.20415811240673065,-28.40434455871582,1552,0.06016180291771889,621251,0.0003,10,117016,1.5325815677642822,,
