train/actor_loss,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,time/episodes,rollout/ep_rew_mean,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
6.5223588943481445,71.75,33,5.541735649108887,8,287,4,-446.40726225000003,186,0.00035,,
8.29086685180664,79.875,64,2.3640389442443848,9,639,8,-478.9716195,538,0.00035,,
10.135568618774414,82.0,96,3.492711067199707,10,984,12,-402.0017190833333,883,0.00035,,
12.801076889038086,89.125,135,4.549717903137207,10,1426,16,-361.130794875,1325,0.00035,,
14.44334602355957,84.0,157,3.765247344970703,10,1680,20,-351.77801915,1579,0.00035,,
15.594964981079102,88.75,195,7.234136581420898,10,2130,24,-370.63644358333335,2029,0.00035,,
16.67409896850586,88.07142857142857,228,2.8246994018554688,10,2466,28,-336.0324041071429,2365,0.00035,,
16.826614379882812,90.75,262,7.389113426208496,11,2904,32,-331.98441409375,2803,0.00035,,
19.052528381347656,90.25,291,17.213869094848633,11,3249,36,-317.07780075000005,3148,0.00035,,
17.40322494506836,87.45,311,7.782927513122559,11,3498,40,-302.903751575,3397,0.00035,,
19.98619270324707,87.18181818181819,338,3.8312788009643555,11,3836,44,-286.0737093409091,3735,0.00035,,
22.91219139099121,89.16666666666667,371,16.79410171508789,11,4280,48,-297.87120577083334,4179,0.00035,,
22.087047576904297,90.67307692307692,410,6.018604755401611,11,4715,52,-306.0390986923077,4614,0.00035,,
23.023910522460938,90.25,440,53.66489028930664,11,5054,56,-307.06787366071427,4953,0.00035,,
27.160171508789062,90.18333333333334,470,17.511037826538086,11,5411,60,-330.55320216666667,5310,0.00035,,
29.56855010986328,86.75,483,16.313751220703125,11,5552,64,-317.353710125,5451,0.00035,,
28.02277946472168,85.23529411764706,505,10.168516159057617,11,5796,68,-317.13931435294126,5695,0.00035,,
29.114295959472656,86.63888888888889,542,17.63124656677246,11,6238,72,-340.05928104166674,6137,0.00035,,
28.428279876708984,86.64473684210526,577,94.5821533203125,11,6585,76,-333.39753855263166,6484,0.00035,,
32.77857208251953,86.6125,605,9.519668579101562,11,6929,80,-331.18427822499996,6828,0.00035,,
32.164398193359375,86.52380952380952,635,43.51839065551758,11,7268,84,-329.6247394880952,7167,0.00035,,
32.00562286376953,87.79545454545455,679,63.656375885009766,11,7726,88,-348.10456805681815,7625,0.00035,,
33.491294860839844,88.8913043478261,718,66.45046997070312,11,8178,92,-370.3722652065217,8077,0.00035,,
36.667625427246094,89.875,758,8.350309371948242,11,8628,96,-383.07043240624995,8527,0.00035,,
41.4966926574707,90.86,805,45.581398010253906,11,9086,100,-399.76009383999997,8985,0.00035,,
37.255889892578125,91.39,831,64.60731506347656,11,9426,104,-389.22387649999996,9325,0.00035,,
37.845916748046875,92.38,867,60.55267333984375,11,9877,108,-386.34118014,9776,0.00035,,
37.90635681152344,92.33,895,65.40205383300781,11,10217,112,-383.60242182,10116,0.00035,,
39.37884521484375,92.4,929,63.1400032043457,11,10666,116,-390.10777642,10565,0.00035,,
39.415435791015625,92.33,951,68.98347473144531,11,10913,120,-384.06495958,10812,0.00035,,
37.997093200683594,92.32,985,13.267277717590332,11,11362,124,-379.72302985999994,11261,0.00035,,
40.87558364868164,90.47,1004,38.04034423828125,11,11513,128,-380.79131074,11412,0.00035,,
38.722999572753906,90.7,1045,94.91464233398438,11,11974,132,-398.68269651,11873,0.00035,,
42.20747375488281,91.71,1084,11.142452239990234,11,12420,136,-409.17627695999994,12319,0.00035,,
40.3780403137207,93.7,1123,76.14866638183594,11,12868,140,-415.00288868999996,12767,0.00035,,
42.958717346191406,93.7,1153,20.607891082763672,11,13206,144,-425.34736002,13105,0.00035,,
37.284786224365234,93.64,1192,16.702152252197266,11,13644,148,-426.47788475,13543,0.00035,,
41.02337646484375,92.87,1229,17.95098304748535,11,14002,152,-434.03066522,13901,0.00035,,
41.33439636230469,93.01,1264,21.561296463012695,11,14355,156,-441.66056489000005,14254,0.00035,,
38.826072692871094,93.77,1300,66.1575927734375,11,14788,160,-418.32522826,14687,0.00035,,
39.276329040527344,95.88,1332,94.58653259277344,11,15140,164,-432.46372415999997,15039,0.00035,,
42.66073226928711,97.02,1362,90.953857421875,11,15498,168,-444.9168995499999,15397,0.00035,,
46.668846130371094,95.98,1392,11.712882995605469,11,15836,172,-424.3454716799999,15735,0.00035,,
42.8248176574707,96.89,1436,52.775390625,11,16274,176,-426.06375597999994,16173,0.00035,,
41.47705078125,96.87,1463,24.35576629638672,11,16616,180,-426.89146818999996,16515,0.00035,,
43.064430236816406,97.87,1498,67.15812683105469,11,17055,184,-425.13001701999997,16954,0.00035,,
39.416473388671875,95.79,1518,43.607723236083984,11,17305,188,-406.60570556000005,17204,0.00035,,
41.249481201171875,95.8,1556,113.89694213867188,11,17758,192,-393.94349338,17657,0.00035,,
40.59077453613281,95.77,1589,75.67764282226562,11,18205,196,-381.40378692999997,18104,0.00035,,
40.255126953125,94.67,1652,33.300418853759766,11,18553,200,-364.0709143700001,18452,0.00035,,
41.50898742675781,93.67,1674,50.30847930908203,11,18793,204,-369.48534075000003,18692,0.00035,,
40.96794891357422,93.67,1714,10.22994327545166,11,19244,208,-385.552512,19143,0.00035,,
41.49629592895508,93.67,1745,69.42190551757812,11,19584,212,-394.02209108000005,19483,0.00035,,
42.85536193847656,91.66,1768,30.03207778930664,11,19832,216,-392.61358719,19731,0.00035,,
42.361778259277344,93.66,1808,19.62641143798828,11,20279,220,-406.56201087999995,20178,0.00035,,
40.251007080078125,92.61,1839,36.26411437988281,11,20623,224,-404.31113726999996,20522,0.00035,,
42.36688995361328,95.63,1887,13.605192184448242,11,21076,228,-432.25063263000004,20975,0.00035,,
40.430931091308594,95.43,1924,74.12252044677734,11,21517,232,-420.79034516,21416,0.00035,,
41.88280487060547,95.38,1960,55.80787658691406,11,21958,236,-419.63010984999994,21857,0.00035,,
43.334815979003906,94.22,1991,20.386981964111328,11,22290,240,-410.57281156,22189,0.00035,,
41.33848571777344,94.42,2022,110.7991714477539,11,22648,244,-410.39333603000006,22547,0.00035,,
42.88979721069336,93.41,2052,53.37805938720703,11,22985,248,-408.21861179000007,22884,0.00035,,
41.02410888671875,92.34,2078,7.665219783782959,11,23236,252,-401.74665180999995,23135,0.00035,,
43.076271057128906,92.21,2110,24.33924102783203,11,23576,256,-391.83162768,23475,0.00035,,
41.46208953857422,91.39,2140,42.88709259033203,11,23927,260,-409.66456031,23826,0.00035,,
44.42681884765625,91.25,2168,79.50120544433594,11,24265,264,-405.3081589899999,24164,0.00035,,
44.66944122314453,92.26,2207,50.43699645996094,11,24724,268,-411.47004690999995,24623,0.00035,,
42.02246856689453,92.36,2239,36.658355712890625,11,25072,272,-426.77207623999993,24971,0.00035,,
43.813385009765625,92.45,2284,76.09437561035156,11,25519,276,-435.3316942099999,25418,0.00035,,
41.63520050048828,93.44,2318,74.72862243652344,11,25960,280,-435.1922790299999,25859,0.00035,,
43.41254425048828,93.51,2352,60.90616226196289,11,26406,284,-438.22593812000014,26305,0.00035,,
41.044673919677734,94.46,2380,128.46163940429688,11,26751,288,-437.34242007000006,26650,0.00035,,
45.5112419128418,94.39,2414,44.28668212890625,11,27197,292,-428.49130822,27096,0.00035,,
37.53999710083008,94.27,2448,41.948463439941406,11,27632,296,-424.2360340400001,27531,0.00035,,
44.141197204589844,94.34,2483,15.166715621948242,11,27987,300,-427.31795967000005,27886,0.00035,,
44.34733581542969,96.48,2524,125.50628662109375,11,28441,304,-449.88339984,28340,0.00035,,
43.630584716796875,95.36,2556,42.29534149169922,11,28780,308,-427.86488298000006,28679,0.00035,,
45.82999038696289,96.37,2594,135.12075805664062,11,29221,312,-435.43939028,29120,0.00035,,
43.52309036254883,97.33,2625,15.84994125366211,11,29565,316,-443.5673624499999,29464,0.00035,,
41.38025665283203,96.21,2654,77.2579345703125,11,29900,320,-437.7054720200001,29799,0.00035,,
41.62214660644531,96.21,2683,50.749183654785156,11,30244,324,-441.17808849,30143,0.00035,,
44.23970031738281,95.1,2718,7.43553352355957,11,30586,328,-413.11538414,30485,0.00035,,
45.85688018798828,95.02,2749,97.17523193359375,11,31019,332,-415.85901703,30918,0.00035,,
42.264244079589844,92.13,2763,28.67215919494629,11,31171,336,-408.6173235399999,31070,0.00035,,
44.61601257324219,92.37,2790,49.120330810546875,11,31527,340,-422.8754588600001,31426,0.00035,,
44.66436767578125,93.19,2824,14.401896476745605,11,31967,344,-423.7147329,31866,0.00035,,
39.15993118286133,94.27,2858,35.50312805175781,11,32412,348,-419.2694312,32311,0.00035,,
40.63170623779297,96.19,2895,23.97222900390625,11,32855,352,-419.10095622999995,32754,0.00035,,
42.96284103393555,97.28,2928,46.84041213989258,11,33304,356,-424.03749858000003,33203,0.00035,,
41.67754364013672,98.22,2964,99.76768493652344,11,33749,360,-414.31039209999994,33648,0.00035,,
42.01136016845703,99.31,2998,61.643951416015625,11,34196,364,-406.92131787000005,34095,0.00035,,
40.67533874511719,98.35,3025,67.137451171875,11,34559,368,-392.36380143,34458,0.00035,,
37.29301834106445,98.41,3052,71.88226318359375,11,34913,372,-376.74209394999997,34812,0.00035,,
37.42540740966797,98.37,3091,139.8419647216797,11,35356,376,-366.86237048000004,35255,0.00035,,
40.031524658203125,97.37,3121,26.283836364746094,11,35697,380,-368.70514600999996,35596,0.00035,,
43.042091369628906,97.21,3158,136.369140625,11,36127,384,-370.12263607000006,36026,0.00035,,
38.417659759521484,97.2,3189,76.65737915039062,11,36471,388,-370.64395115,36370,0.00035,,
39.18833923339844,95.22,3212,67.37342834472656,11,36719,392,-365.3303388699999,36618,0.00035,,
39.287567138671875,95.4,3250,38.67890930175781,11,37172,396,-385.25027171,37071,0.00035,,
42.70147705078125,96.21,3295,71.20148468017578,11,37608,400,-388.04351505000005,37507,0.00035,,
40.71626281738281,96.06,3337,19.61147689819336,11,38047,404,-354.3448839300001,37946,0.00035,,
40.974185943603516,97.14,3376,17.29316520690918,11,38494,408,-357.00696296,38393,0.00035,,
42.4415283203125,97.18,3419,29.044540405273438,11,38939,412,-339.33285865,38838,0.00035,,
42.541316986083984,98.3,3458,45.725547790527344,11,39395,416,-335.56051783,39294,0.00035,,
36.474266052246094,98.48,3490,51.889549255371094,11,39748,420,-325.99144134999995,39647,0.00035,,
39.95623779296875,99.49,3528,78.28016662597656,11,40193,424,-316.92139753,40092,0.00035,,
40.85890197753906,100.59,3573,30.135807037353516,11,40645,428,-336.17287207000004,40544,0.00035,,
39.95349884033203,100.74,3611,33.71772003173828,11,41093,432,-334.28878232000005,40992,0.00035,,
43.52391052246094,103.73,3652,54.267723083496094,11,41544,436,-345.62267082,41443,0.00035,,
38.999393463134766,104.72,3694,43.9888916015625,11,41999,440,-351.50877469,41898,0.00035,,
40.190921783447266,104.81,3735,25.259538650512695,11,42448,444,-348.46048753,42347,0.00035,,
40.67110824584961,104.95,3776,25.828397750854492,11,42907,448,-360.7013230099999,42806,0.00035,,
38.11309814453125,105.08,3826,128.7206268310547,11,43363,452,-357.44517128000007,43262,0.00035,,
38.055633544921875,104.94,3862,44.93241882324219,11,43798,456,-353.44933947,43697,0.00035,,
40.23375701904297,105.05,3904,68.11897277832031,11,44254,460,-356.6843390700001,44153,0.00035,,
39.02278137207031,105.05,3945,66.92398071289062,11,44701,464,-359.6397898,44600,0.00035,,
36.87721252441406,105.9,3984,69.63803100585938,11,45149,468,-350.3344754099999,45048,0.00035,,
40.89340591430664,106.79,4021,28.838233947753906,11,45592,472,-355.32669986,45491,0.00035,,
40.2479248046875,106.82,4067,81.61997985839844,11,46038,476,-350.74087994,45937,0.00035,,
39.571250915527344,107.99,4109,49.43907165527344,11,46496,480,-347.21416482999996,46395,0.00035,,
37.68766784667969,107.22,4142,28.31108856201172,11,46849,484,-344.3186996199999,46748,0.00035,,
40.34196853637695,108.35,4182,20.609298706054688,11,47306,488,-360.35238618999995,47205,0.00035,,
38.049659729003906,110.39,4221,94.11441802978516,11,47758,492,-372.58373700000004,47657,0.00035,,
38.087745666503906,110.33,4263,21.753917694091797,11,48205,496,-360.00565311000014,48104,0.00035,,
41.358516693115234,110.35,4307,29.768234252929688,11,48643,500,-351.1384909,48542,0.00035,,
39.77511215209961,109.47,4342,23.098918914794922,11,48994,504,-353.08156237,48893,0.00035,,
36.556034088134766,109.44,4387,15.635872840881348,11,49438,508,-347.32897717,49337,0.00035,,
37.399505615234375,109.47,4430,45.684967041015625,11,49886,512,-358.08489242,49785,0.00035,,
38.50885772705078,109.5,4468,39.12724685668945,11,50345,516,-349.4389311299999,50244,0.00035,,
42.322410583496094,110.44,4513,14.38705825805664,11,50792,520,-348.6645743,50691,0.00035,,
36.889564514160156,109.33,4543,58.283294677734375,11,51126,524,-348.1560299000001,51025,0.00035,,
38.838661193847656,109.33,4586,113.93952178955078,11,51578,528,-333.94978987,51477,0.00035,,
38.002288818359375,109.1,4623,22.321208953857422,11,52003,532,-317.40687552,51902,0.00035,,
37.28445053100586,109.09,4659,20.499858856201172,11,52453,536,-304.08378668,52352,0.00035,,
37.0250244140625,109.01,4693,55.5819091796875,11,52900,540,-289.12262622000003,52799,0.00035,,
40.327247619628906,108.97,4730,43.86278533935547,11,53345,544,-280.74455153,53244,0.00035,,
36.21820831298828,107.86,4757,123.25634765625,11,53693,548,-261.04474949999997,53592,0.00035,,
35.19475555419922,107.68,4799,41.760345458984375,11,54131,552,-257.68518294999996,54030,0.00035,,
33.46429443359375,106.84,4830,11.506013870239258,11,54482,556,-257.41871035,54381,0.00035,,
34.36956787109375,106.58,4866,17.000720977783203,11,54912,560,-262.12275663,54811,0.00035,,
35.73552322387695,105.67,4899,61.878013610839844,11,55268,564,-262.30078543,55167,0.00035,,
39.12726974487305,105.5,4937,36.84283447265625,11,55699,568,-276.20910281,55598,0.00035,,
35.72272491455078,105.44,4975,25.033185958862305,11,56136,572,-280.67557151,56035,0.00035,,
34.6462287902832,105.33,5017,85.575439453125,11,56571,576,-291.95287539000003,56470,0.00035,,
37.445457458496094,104.36,5048,74.10401153564453,11,56932,580,-296.91774125,56831,0.00035,,
36.368385314941406,104.25,5076,27.52034568786621,11,57274,584,-299.59573078,57173,0.00035,,
38.326744079589844,104.12,5111,75.54537963867188,11,57718,588,-278.53383708,57617,0.00035,,
42.837364196777344,104.06,5149,106.88736724853516,11,58164,592,-273.35303437000005,58063,0.00035,,
34.504852294921875,103.95,5184,88.90977478027344,11,58600,596,-269.99722948999994,58499,0.00035,,
38.75135040283203,104.15,5229,97.6309814453125,11,59058,600,-269.59633234999995,58957,0.00035,,
35.701446533203125,105.05,5267,17.359983444213867,11,59499,604,-278.19207225,59398,0.00035,,
37.212547302246094,104.33,5300,37.40021896362305,11,59871,608,-285.82144595,59770,0.00035,,
37.537506103515625,103.45,5332,23.333398818969727,11,60231,612,-273.29661613,60130,0.00035,,
35.89390563964844,103.25,5367,12.438243865966797,11,60670,616,-272.98520841000004,60569,0.00035,,
36.38050079345703,103.19,5402,79.05731201171875,11,61111,620,-278.84165603,61010,0.00035,,
36.83921813964844,103.32,5433,20.027240753173828,11,61458,624,-280.54768271000006,61357,0.00035,,
35.009559631347656,103.36,5481,31.916980743408203,11,61914,628,-280.42856592,61813,0.00035,,
30.863452911376953,101.61,5504,22.666234970092773,11,62164,632,-281.47297553000004,62063,0.00035,,
32.047027587890625,98.78,5519,33.29921340942383,11,62331,636,-275.5042434100001,62230,0.00035,,
34.271728515625,98.77,5557,12.096315383911133,11,62777,640,-277.83634496,62676,0.00035,,
34.883514404296875,100.09,5608,12.607792854309082,11,63354,644,-290.47114838,63253,0.00035,,
30.546239852905273,99.67,5635,72.64396667480469,11,63660,648,-288.81868649000006,63559,0.00035,,
31.580307006835938,98.24,5667,25.877349853515625,11,63955,652,-284.2300807,63854,0.00035,,
30.940351486206055,98.31,5699,19.40719223022461,11,64313,656,-284.63218752,64212,0.00035,,
32.8553466796875,96.87,5724,42.599342346191406,11,64599,660,-270.14941067,64498,0.00035,,
31.567386627197266,96.09,5751,47.309486389160156,11,64877,664,-268.01430591999997,64776,0.00035,,
34.2380256652832,94.35,5775,68.5874252319336,11,65134,668,-255.97938706000002,65033,0.00035,,
28.846969604492188,93.39,5803,29.937204360961914,11,65475,672,-254.50643171,65374,0.00035,,
29.614307403564453,92.45,5837,36.70042419433594,11,65816,676,-252.80502328,65715,0.00035,,
30.647090911865234,94.39,5887,9.24573040008545,11,66371,680,-250.01481674,66270,0.00035,,
29.09296989440918,94.8,5921,56.27409362792969,11,66754,684,-250.98585289000002,66653,0.00035,,
25.476806640625,94.34,5957,6.746281623840332,11,67152,688,-254.02456518,67051,0.00035,,
26.4305477142334,92.45,5981,36.586605072021484,11,67409,692,-244.38617704,67308,0.00035,,
27.575057983398438,91.87,6016,27.988540649414062,11,67787,696,-234.47686768000003,67686,0.00035,,
24.20867156982422,93.77,6073,9.05647087097168,11,68435,700,-231.56452032999997,68334,0.00035,,
22.83713150024414,93.06,6106,8.164017677307129,11,68805,704,-223.89935637000002,68704,0.00035,,
21.33079719543457,94.97,6156,50.046539306640625,11,69368,708,-215.96134560000002,69267,0.00035,,
24.69268035888672,93.93,6180,16.158702850341797,11,69624,712,-217.30880743,69523,0.00035,,
24.625747680664062,93.16,6211,34.37598419189453,11,69986,716,-213.89902795,69885,0.00035,,
22.578319549560547,94.77,6261,14.977582931518555,11,70588,720,-206.4373946,70487,0.00035,,
20.90804672241211,96.49,6311,31.058610916137695,11,71107,724,-205.08161591,71006,0.00035,,
21.214204788208008,93.07,6327,28.251731872558594,11,71221,728,-195.21963939,71120,0.00035,,
22.661392211914062,91.85,6340,12.465339660644531,11,71349,732,-191.04075303000002,71248,0.00035,,
21.258031845092773,91.22,6350,13.308053970336914,11,71453,736,-189.47683722000002,71352,0.00035,,
20.872955322265625,88.01,6362,5.782520294189453,11,71578,740,-177.11923017999993,71477,0.00035,,
21.31711196899414,84.51,6383,16.062671661376953,11,71805,744,-157.50147228999998,71704,0.00035,,
18.996776580810547,85.89,6423,6.313429355621338,11,72249,748,-157.60996487999998,72148,0.00035,,
19.172054290771484,84.9,6447,5.536877155303955,11,72445,752,-153.2054712,72344,0.00035,,
18.464454650878906,85.48,6480,6.662625789642334,11,72861,756,-143.52145109999998,72760,0.00035,,
18.676040649414062,87.98,6524,14.284214973449707,11,73397,760,-141.86188124999998,73296,0.00035,,
17.778078079223633,92.2,6584,16.28732681274414,11,74097,764,-136.26376116999998,73996,0.00035,,
17.44805335998535,91.92,6605,5.245853424072266,11,74326,768,-126.23124409000002,74225,0.00035,,
15.920555114746094,92.54,6635,10.60495376586914,11,74729,772,-110.80409700999999,74628,0.00035,,
15.882567405700684,93.09,6670,27.74536895751953,11,75125,776,-99.16506156,75024,0.00035,,
16.237327575683594,88.18,6678,23.31871795654297,11,75189,780,-87.05521224,75088,0.00035,,
19.880504608154297,87.05,6701,7.493112564086914,11,75459,784,-71.72096918,75358,0.00035,,
16.79669189453125,84.64,6716,9.419681549072266,11,75616,788,-61.94586184999999,75515,0.00035,,
16.522855758666992,87.47,6763,14.778009414672852,11,76156,792,-57.654558630000004,76055,0.00035,,
16.399093627929688,88.16,6801,17.871387481689453,11,76603,796,-54.53718545999999,76502,0.00035,,
16.093528747558594,84.29,6832,9.36073112487793,11,76864,800,-43.23819422,76763,0.00035,,
13.92741870880127,82.53,6850,14.343643188476562,11,77058,804,-37.22165549000001,76957,0.00035,,
14.103328704833984,82.02,6894,13.952622413635254,11,77570,808,-30.209720049999998,77469,0.00035,,
15.297089576721191,83.77,6929,12.104735374450684,11,78001,812,-24.238169709999998,77900,0.00035,,
14.948420524597168,81.51,6943,17.656251907348633,11,78137,816,-16.45987321,78036,0.00035,,
15.389071464538574,78.03,6965,10.577312469482422,11,78391,820,-14.38633794,78290,0.00035,,
13.621577262878418,77.3,7013,10.44512939453125,11,78837,824,-10.62487158,78736,0.00035,,
13.884720802307129,83.19,7068,4.533238410949707,11,79540,828,-12.710420200000003,79439,0.00035,,
13.120282173156738,91.75,7139,37.82670593261719,11,80524,832,-17.53016683,80423,0.00035,,
13.306272506713867,94.05,7167,19.100374221801758,11,80858,836,-16.48736561,80757,0.00035,,
12.801071166992188,97.15,7202,9.0230712890625,11,81293,840,-18.69877587,81192,0.00035,,
14.238554000854492,101.85,7252,9.28715705871582,11,81990,844,-22.79528613,81889,0.00035,,
12.236624717712402,104.53,7309,6.4014763832092285,11,82702,848,-21.44334362,82601,0.00035,,
12.24282455444336,106.63,7356,34.332496643066406,11,83108,852,-19.853456100000002,83007,0.00035,,
11.296833038330078,104.03,7371,9.515843391418457,11,83264,856,-17.810945729999997,83163,0.00035,,
11.747852325439453,101.48,7398,16.189491271972656,11,83545,860,-15.838055119999996,83444,0.00035,,
11.037378311157227,96.91,7420,11.872861862182617,11,83788,864,-12.32517332,83687,0.00035,,
11.28482723236084,95.8,7432,13.725739479064941,11,83906,868,-13.138044189999999,83805,0.00035,,
12.096832275390625,95.31,7464,13.42198371887207,11,84260,872,-12.90843219,84159,0.00035,,
11.8724365234375,96.82,7515,22.907470703125,11,84807,876,-11.55630995,84706,0.00035,,
10.802104949951172,102.28,7562,7.7311811447143555,11,85417,880,-12.308710799999997,85316,0.00035,,
10.165395736694336,103.43,7591,5.523751258850098,11,85802,884,-12.813599159999997,85701,0.00035,,
9.622879981994629,105.73,7623,24.799219131469727,11,86189,888,-14.534647109999998,86088,0.00035,,
12.599884033203125,107.04,7672,10.465455055236816,11,86860,892,-15.359377849999998,86759,0.00035,,
12.089421272277832,104.3,7688,19.80750274658203,11,87033,896,-12.609255299999997,86932,0.00035,,
12.765169143676758,104.09,7713,10.499974250793457,11,87273,900,-15.21084212,87172,0.00035,,
11.234565734863281,104.2,7732,19.124698638916016,11,87478,904,-14.831040109999995,87377,0.00035,,
10.74470043182373,101.3,7750,5.494389533996582,11,87700,908,-14.266988429999996,87599,0.00035,,
10.208757400512695,97.7,7758,8.005121231079102,11,87771,912,-15.957861339999997,87670,0.00035,,
11.222040176391602,100.08,7791,14.698339462280273,11,88145,916,-18.634673159999995,88044,0.00035,,
9.38144302368164,100.64,7816,12.760558128356934,11,88455,920,-18.725961449999996,88354,0.00035,,
9.603700637817383,97.95,7831,3.631028175354004,11,88632,924,-15.72759052,88531,0.00035,,
